ID,lat,lng,date,ppm,address
984,49.33332,7.069233,"2019-12-09 16:47:08",526.1206,"A 8, Bildstock, Friedrichsthal, Landkreis Neunkirchen, Saarland, 66299, Deutschland"
985,49.33434,7.067868,"2019-12-09 16:47:13",517.5282,"A 8, Bildstock, Friedrichsthal, Landkreis Neunkirchen, Saarland, 66299, Deutschland"
986,49.33522,7.066367,"2019-12-09 16:47:18",564.4185,"Schutzhütte, A 8, Bildstock, Friedrichsthal, Landkreis Neunkirchen, Saarland, 66299, Deutschland"
987,49.33599,7.064765,"2019-12-09 16:47:23",518.7479,"A 8, Bildstock, Friedrichsthal, Landkreis Neunkirchen, Saarland, 66299, Deutschland"
988,49.33665,7.063051,"2019-12-09 16:47:28",524.8854,"A 8, Bildstock, Friedrichsthal, Landkreis Neunkirchen, Saarland, 66299, Deutschland"
989,49.33722,7.061253,"2019-12-09 16:47:33",526.1206,"A 8, Wemmetsweiler, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
990,49.33769,7.059436,"2019-12-09 16:47:38",523.6526,"A 8, Wemmetsweiler, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
991,49.33818,7.057652,"2019-12-09 16:47:43",526.1206,"A 8, Wemmetsweiler, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
992,49.33872,7.055944,"2019-12-09 16:47:48",394.142,"Merchweiler, A 8, Quierschied, Regionalverband Saarbrücken, Saarland, 66287, Deutschland"
993,49.33923,7.05469,"2019-12-09 16:47:53",331.1653,"A 8, Quierschied, Regionalverband Saarbrücken, Saarland, 66287, Deutschland"
994,49.34009,7.053057,"2019-12-09 16:47:58",248.916,"A 8, Quierschied, Regionalverband Saarbrücken, Saarland, 66287, Deutschland"
995,49.34095,7.051784,"2019-12-09 16:48:03",411.6904,"A 8, Quierschied, Regionalverband Saarbrücken, Saarland, 66287, Deutschland"
996,49.34184,7.050687,"2019-12-09 16:48:08",248.916,"A 8, Quierschied, Regionalverband Saarbrücken, Saarland, 66287, Deutschland"
997,49.34283,7.049604,"2019-12-09 16:48:13",270.1859,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
998,49.34385,7.04842,"2019-12-09 16:48:18",293.0008,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
999,49.34493,7.047115,"2019-12-09 16:48:23",301.9753,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1000,49.346,7.045668,"2019-12-09 16:48:28",344.5296,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1001,49.34699,7.04415,"2019-12-09 16:48:33",373.5917,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1002,49.3478,7.042484,"2019-12-09 16:48:38",387.498,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1003,49.34844,7.04066,"2019-12-09 16:48:43",407.7322,"A 8, Göttelborn, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1004,49.34888,7.038742,"2019-12-09 16:48:48",399.9167,"A 8, Göttelborn, Quierschied, Landkreis Neunkirchen, Saarland, 66287, Deutschland"
1005,49.34912,7.036769,"2019-12-09 16:48:53",418.699,"A 8, Göttelborn, Quierschied, Landkreis Neunkirchen, Saarland, 66287, Deutschland"
1006,49.3493,7.034824,"2019-12-09 16:48:58",419.7088,"A 8, Göttelborn, Quierschied, Landkreis Neunkirchen, Saarland, 66287, Deutschland"
1007,49.34953,7.03288,"2019-12-09 16:49:03",430.9597,"A 8, Göttelborn, Quierschied, Landkreis Neunkirchen, Saarland, 66287, Deutschland"
1008,49.34993,7.030992,"2019-12-09 16:49:08",433.0338,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1009,49.35053,7.029218,"2019-12-09 16:49:13",465.2279,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1010,49.35133,7.027606,"2019-12-09 16:49:18",463.0172,"A 8, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1011,49.35223,7.026064,"2019-12-09 16:49:23",477.5558,"A 8, Illingen, Merchweiler, Landkreis Neunkirchen, Saarland, 66589, Deutschland"
1012,49.35315,7.024492,"2019-12-09 16:49:28",480.9681,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1013,49.35395,7.022755,"2019-12-09 16:49:33",500.7199,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1014,49.35456,7.020787,"2019-12-09 16:49:38",496.0083,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1015,49.35498,7.018562,"2019-12-09 16:49:43",505.4716,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1016,49.35519,7.016164,"2019-12-09 16:49:48",507.8625,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1017,49.35523,7.013813,"2019-12-09 16:49:53",515.0964,"A 8, Lummerschied, Illingen, Landkreis Neunkirchen, Saarland, 66557, Deutschland"
1018,49.35503,7.011566,"2019-12-09 16:49:58",523.6526,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1019,49.35461,7.009418,"2019-12-09 16:50:03",527.3586,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1020,49.35399,7.007376,"2019-12-09 16:50:08",529.8423,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1021,49.35323,7.005414,"2019-12-09 16:50:13",526.1206,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1022,49.35247,7.003426,"2019-12-09 16:50:18",523.6526,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1023,49.35179,7.001387,"2019-12-09 16:50:23",512.6749,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1024,49.35128,6.999265,"2019-12-09 16:50:28",487.8582,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1025,49.35101,6.997059,"2019-12-09 16:50:33",524.8854,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1026,49.35098,6.994888,"2019-12-09 16:50:38",522.4227,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1027,49.35117,6.992768,"2019-12-09 16:50:43",518.7479,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1028,49.35154,6.990627,"2019-12-09 16:50:48",519.9703,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1029,49.35205,6.98831,"2019-12-09 16:50:53",518.7479,"A 8, Lummerschied, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1030,49.3526,6.985923,"2019-12-09 16:50:58",513.8845,"A 8, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1031,49.35302,6.983582,"2019-12-09 16:51:03",539.8826,"A 8, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1032,49.35321,6.981325,"2019-12-09 16:51:08",524.8854,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1033,49.35319,6.979172,"2019-12-09 16:51:13",524.8854,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1034,49.35304,6.977044,"2019-12-09 16:51:18",519.9703,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1035,49.35275,6.974926,"2019-12-09 16:51:23",518.7479,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1036,49.35223,6.972826,"2019-12-09 16:51:28",513.8845,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1037,49.3516,6.970809,"2019-12-09 16:51:33",537.3565,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1038,49.35101,6.968813,"2019-12-09 16:51:38",510.2637,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1039,49.35052,6.966829,"2019-12-09 16:51:43",511.4681,"A 8, Numborn, Kutzhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1040,49.35013,6.964809,"2019-12-09 16:51:48",509.0618,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1041,49.34983,6.962562,"2019-12-09 16:51:53",507.8625,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1042,49.34964,6.960099,"2019-12-09 16:51:58",507.8625,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1043,49.34958,6.957665,"2019-12-09 16:52:03",509.0618,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1044,49.34972,6.95531,"2019-12-09 16:52:08",506.6658,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1045,49.3499,6.953052,"2019-12-09 16:52:13",531.0881,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1046,49.35008,6.950876,"2019-12-09 16:52:18",493.6674,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1047,49.35024,6.948791,"2019-12-09 16:52:23",506.6658,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1048,49.35035,6.946728,"2019-12-09 16:52:28",489.0152,"A 8, Numborn, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1049,49.35032,6.944637,"2019-12-09 16:52:33",490.1745,"A 8, Kirschhof, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1050,49.35017,6.942519,"2019-12-09 16:52:38",499.5383,"A 8, Kirschhof, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1051,49.34987,6.940445,"2019-12-09 16:52:43",524.8854,"A 8, Kirschhof, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1052,49.34954,6.938421,"2019-12-09 16:52:48",496.0083,"A 8, Kirschhof, Eiweiler, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1053,49.34921,6.936344,"2019-12-09 16:52:53",493.6674,"A 8, Kirschhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1054,49.34905,6.934217,"2019-12-09 16:52:58",489.0152,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1055,49.34903,6.932074,"2019-12-09 16:53:03",487.8582,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1056,49.34906,6.929931,"2019-12-09 16:53:08",487.8582,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1057,49.34906,6.927693,"2019-12-09 16:53:13",489.0152,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1058,49.34901,6.925351,"2019-12-09 16:53:18",487.8582,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1059,49.34887,6.922937,"2019-12-09 16:53:23",526.1206,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1060,49.34856,6.920568,"2019-12-09 16:53:28",489.0152,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1061,49.34809,6.918365,"2019-12-09 16:53:33",505.4716,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1062,49.3475,6.916286,"2019-12-09 16:53:38",491.3363,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1063,49.34677,6.914343,"2019-12-09 16:53:43",490.1745,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1064,49.34585,6.912467,"2019-12-09 16:53:48",489.0152,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1065,49.34486,6.910754,"2019-12-09 16:53:53",491.3363,"A 8, Hirtel, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1066,49.34377,6.909197,"2019-12-09 16:53:58",491.3363,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1067,49.34261,6.907758,"2019-12-09 16:54:03",486.7039,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1068,49.34143,6.906407,"2019-12-09 16:54:08",491.3363,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1069,49.34027,6.904975,"2019-12-09 16:54:13",468.5616,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1070,49.33918,6.903448,"2019-12-09 16:54:18",473.0396,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1071,49.33814,6.901825,"2019-12-09 16:54:23",477.5558,"A 8, Obersalbach-Kurhof, Heusweiler, Regionalverband Saarbrücken, Saarland, 66265, Deutschland"
1072,49.33712,6.900176,"2019-12-09 16:54:28",487.8582,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1073,49.33603,6.898427,"2019-12-09 16:54:33",484.4023,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1074,49.3349,6.896652,"2019-12-09 16:54:38",486.7039,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1075,49.33379,6.894866,"2019-12-09 16:54:43",490.1745,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1076,49.33271,6.893071,"2019-12-09 16:54:48",486.7039,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1077,49.33162,6.891296,"2019-12-09 16:54:53",484.4023,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1078,49.33054,6.889545,"2019-12-09 16:54:58",483.2551,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1079,49.32948,6.887814,"2019-12-09 16:55:03",482.1104,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1080,49.3284,6.886074,"2019-12-09 16:55:08",480.9681,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1081,49.32732,6.884326,"2019-12-09 16:55:13",477.5558,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1082,49.32628,6.882582,"2019-12-09 16:55:18",482.1104,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1083,49.32526,6.880816,"2019-12-09 16:55:23",482.1104,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1084,49.32427,6.878997,"2019-12-09 16:55:28",477.5558,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1085,49.32329,6.877077,"2019-12-09 16:55:33",475.2928,"A 8, Herchenbach, Niedersalbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1086,49.32237,6.875042,"2019-12-09 16:55:38",482.1104,"F 423, Herchenbach, Köllerbach, Püttlingen, Regionalverband Saarbrücken, Saarland, 66346, Deutschland"
1087,49.32153,6.872934,"2019-12-09 16:55:43",475.2928,"A 8, Sprengen, Elm, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1088,49.32082,6.870821,"2019-12-09 16:55:48",500.7199,"A 8, Sprengen, Elm, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1089,49.32021,6.868641,"2019-12-09 16:55:53",473.0396,"A 8, Sprengen, Elm, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1090,49.31972,6.866391,"2019-12-09 16:55:58",474.165,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1091,49.31934,6.864047,"2019-12-09 16:56:03",475.2928,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1092,49.31911,6.861643,"2019-12-09 16:56:08",480.9681,"9, A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1093,49.31905,6.859253,"2019-12-09 16:56:13",483.2551,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1094,49.31916,6.856884,"2019-12-09 16:56:18",470.7958,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1095,49.31944,6.854519,"2019-12-09 16:56:23",468.5616,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1096,49.31991,6.852167,"2019-12-09 16:56:28",468.5616,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1097,49.32056,6.849893,"2019-12-09 16:56:33",469.6774,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1098,49.32138,6.847774,"2019-12-09 16:56:38",468.5616,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1099,49.32235,6.845833,"2019-12-09 16:56:43",467.448,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1100,49.32338,6.843983,"2019-12-09 16:56:48",466.3367,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1101,49.32446,6.842178,"2019-12-09 16:56:53",466.3367,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1102,49.32552,6.840354,"2019-12-09 16:56:58",471.9165,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1103,49.32649,6.838422,"2019-12-09 16:57:03",457.5313,"A 8, Sprengen, Schwarzenholz, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1104,49.32735,6.836213,"2019-12-09 16:57:08",465.2279,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1105,49.32807,6.833821,"2019-12-09 16:57:13",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1106,49.32858,6.831368,"2019-12-09 16:57:18",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1107,49.32888,6.82892,"2019-12-09 16:57:23",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1108,49.32901,6.826408,"2019-12-09 16:57:28",469.6774,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1109,49.32901,6.823847,"2019-12-09 16:57:33",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1110,49.32896,6.821246,"2019-12-09 16:57:38",458.6239,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1111,49.32893,6.818662,"2019-12-09 16:57:43",475.2928,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1112,49.32906,6.816094,"2019-12-09 16:57:48",463.0172,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1113,49.32939,6.813692,"2019-12-09 16:57:53",464.1213,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1114,49.32997,6.811505,"2019-12-09 16:57:58",459.7187,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1115,49.33076,6.809519,"2019-12-09 16:58:03",489.0152,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1116,49.33179,6.807754,"2019-12-09 16:58:08",455.3533,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1117,49.33308,6.806258,"2019-12-09 16:58:13",458.6239,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1118,49.33448,6.805105,"2019-12-09 16:58:18",459.7187,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1119,49.33597,6.804266,"2019-12-09 16:58:23",455.3533,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1120,49.33745,6.803463,"2019-12-09 16:58:28",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1121,49.33886,6.802459,"2019-12-09 16:58:33",466.3367,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1122,49.34013,6.801117,"2019-12-09 16:58:38",468.5616,"A 8, Hülzweiler, Schwalbach, Landkreis Saarlouis, Saarland, 66773, Deutschland"
1123,49.34123,6.799481,"2019-12-09 16:58:43",467.448,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1124,49.34214,6.797581,"2019-12-09 16:58:48",459.7187,"Saarwellingen-Mitte, A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1125,49.34283,6.795478,"2019-12-09 16:58:53",485.5518,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1126,49.34342,6.793351,"2019-12-09 16:58:58",457.5313,"B 405, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1127,49.34398,6.791303,"2019-12-09 16:59:03",451.0247,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1128,49.34452,6.789328,"2019-12-09 16:59:08",455.3533,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1129,49.34505,6.787403,"2019-12-09 16:59:13",453.1844,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1130,49.34557,6.785516,"2019-12-09 16:59:18",446.7328,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1131,49.34603,6.783619,"2019-12-09 16:59:23",463.0172,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1132,49.34632,6.781673,"2019-12-09 16:59:28",456.4412,"A 8, Saarwellingen, Landkreis Saarlouis, Saarland, 66793, Deutschland"
1133,49.34639,6.779766,"2019-12-09 16:59:33",455.3533,"Isdera, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1134,49.34629,6.777966,"2019-12-09 16:59:38",451.0247,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1135,49.34603,6.776238,"2019-12-09 16:59:43",453.1844,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1136,49.34564,6.774581,"2019-12-09 16:59:48",448.8743,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1137,49.3451,6.772822,"2019-12-09 16:59:53",452.1034,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1138,49.34436,6.770935,"2019-12-09 16:59:58",461.9153,"Mitarbeiter, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1139,49.34359,6.769,"2019-12-09 17:00:03",455.3533,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1140,49.34282,6.766996,"2019-12-09 17:00:08",454.2677,"Parkplatz Ford Werke, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1141,49.34214,6.764955,"2019-12-09 17:00:13",455.3533,"Parkplatz Ford Werke, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1142,49.34164,6.762795,"2019-12-09 17:00:18",452.1034,"Parkplatz Ford Werke, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1143,49.3414,6.760579,"2019-12-09 17:00:23",452.1034,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1144,49.34142,6.758397,"2019-12-09 17:00:28",451.0247,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1145,49.34158,6.756266,"2019-12-09 17:00:33",452.1034,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1146,49.34179,6.754202,"2019-12-09 17:00:38",446.7328,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1147,49.34196,6.752232,"2019-12-09 17:00:43",452.1034,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1148,49.34211,6.750197,"2019-12-09 17:00:48",445.6656,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1149,49.34222,6.748177,"2019-12-09 17:00:53",445.6656,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1150,49.34225,6.746292,"2019-12-09 17:00:58",468.5616,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1151,49.34221,6.744511,"2019-12-09 17:01:03",444.6007,"A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1152,49.34207,6.742833,"2019-12-09 17:01:08",444.6007,"Adler, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
1153,49.34185,6.741259,"2019-12-09 17:01:13",444.6007,"Dillingen-Süd, A 8, Roden, Saarlouis, Landkreis Saarlouis, Saarland, 66740, Deutschland"
